trip_id,truck_id,driver_id,route_id,trip_date,distance_km,fuel_liters,load_tons,travel_time_hours,scheduled_time_hours,delivery_status
TR0270,T031,D031,R006,2026-02-25 09:01:31.508403,578,154.56,2.31,11.75,11.85,On Time
TR0271,T052,D041,R008,2025-10-01 09:01:31.510404,293,80.72,2.78,4.61,4.9,On Time
TR0272,T011,D050,R007,2026-02-21 09:01:31.512727,717,159.93,3.92,11.3,13.1,On Time
TR0273,T071,D029,R003,2026-01-04 09:01:31.514379,390,149.3,3.61,7.94,8.64,On Time
TR0274,T083,D025,R004,2025-12-20 09:01:31.516526,384,121.42,3.51,7.98,6.44,Late
TR0275,T030,D014,R006,2026-05-01 09:01:31.518523,579,134.57,2.18,11.25,10.45,Late
TR0276,T010,D025,R005,2026-08-31 09:01:31.520523,640,147.09,2.77,11.76,10.94,Late
TR0277,T041,D033,R006,2025-09-17 09:01:31.521523,567,128.2,5.25,12.13,10.54,Late
TR0278,T010,D025,R002,2026-03-01 09:01:31.523523,251,88.85,2.42,6.11,5.16,Late
TR0279,T070,D020,R006,2025-09-29 09:01:31.525523,587,179.64,4.87,12.2,10.46,Late
TR0280,T065,D046,R001,2026-08-09 09:01:31.527523,594,133.52,3.28,13.29,12.97,Late
TR0281,T099,D023,R003,2026-09-01 09:01:31.528523,399,90.48,3.2,9.08,7.83,Late
TR0282,T058,D043,R005,2026-06-13 09:01:31.530839,628,212.43,4.9,11.78,11.78,On Time
TR0283,T085,D050,R001,2026-08-10 09:01:31.532806,571,213.75,2.31,12.3,10.52,Late
TR0284,T020,D033,R005,2026-04-07 09:01:31.534805,621,158.28,3.54,13.05,11.39,Late
TR0285,T012,D018,R001,2026-07-26 09:01:31.535805,547,124.72,2.5,12.23,10.59,Late
TR0286,T024,D049,R008,2026-09-03 09:01:31.537806,291,85.65,2.08,5.53,5.46,Late
TR0287,T071,D029,R001,2026-09-10 09:01:31.539805,552,149.44,3.1,11.62,9.72,Late
TR0288,T050,D014,R001,2026-05-15 09:01:31.541805,596,223.27,4.16,12.35,10.19,Late
TR0289,T022,D032,R006,2026-01-07 09:01:31.542808,609,186.73,2.58,12.55,12.93,On Time
TR0290,T022,D032,R001,2026-03-16 09:01:31.544805,574,188.08,2.95,13.49,11.6,Late
TR0291,T032,D028,R007,2026-07-24 09:01:31.546812,722,192.53,2.69,12.43,13.39,On Time
TR0292,T001,D015,R004,2026-04-01 09:01:31.548805,394,119.71,2.72,6.85,6.84,Late
TR0293,T056,D050,R002,2026-04-16 09:01:31.550805,284,68.48,2.2,5.65,5.19,Late
TR0294,T089,D040,R008,2026-04-06 09:01:31.551805,276,79.81,2.27,5.84,5.79,Late
TR0295,T089,D040,R002,2026-03-08 09:01:31.553805,272,78.12,2.17,4.8,5.07,On Time
TR0296,T051,D041,R007,2025-12-11 09:01:31.555805,699,256.25,2.91,14.22,13.08,Late
TR0297,T099,D023,R007,2026-06-01 09:01:31.556805,711,278.41,4.22,15.61,12.72,Late
TR0298,T038,D030,R002,2026-02-19 09:01:31.558814,285,73.35,2.42,5.82,4.98,Late
TR0299,T018,D036,R005,2026-02-12 09:01:31.560806,637,205.11,5.37,11.91,13.06,On Time
TR0300,T010,D025,R001,2025-12-31 09:01:31.562999,575,128.31,5.48,11.13,11.02,Late
TR0301,T089,D040,R003,2025-12-16 09:01:31.565062,386,107.6,3.13,6.75,6.79,On Time
TR0302,T011,D050,R006,2025-10-20 09:01:31.566056,572,141.66,4.43,10.35,10.43,On Time
TR0303,T073,D049,R007,2026-02-08 09:01:31.568056,717,185.99,2.54,16.18,14.06,Late
TR0304,T013,D042,R007,2025-09-29 09:01:31.570056,692,235.05,4.91,13.21,12.31,Late
TR0305,T058,D043,R007,2026-01-03 09:01:31.572056,699,212.96,2.76,13.41,12.35,Late
TR0306,T004,D007,R005,2026-07-19 09:01:31.573056,627,231.44,5.55,15.11,12.24,Late
TR0307,T094,D016,R005,2025-12-24 09:01:31.575062,606,189.57,4.06,14.06,12.08,Late
TR0308,T061,D022,R006,2026-04-16 09:01:31.577079,572,169.41,2.18,10.09,10.32,On Time
TR0309,T091,D025,R004,2026-06-24 09:01:31.579063,341,133.98,3.53,6.08,6.8,On Time
TR0310,T095,D031,R001,2026-02-10 09:01:31.580097,562,159.12,5.61,10.36,10.55,On Time
TR0311,T030,D014,R006,2026-02-07 09:01:31.582173,617,186.4,3.57,14.29,12.92,Late
TR0312,T095,D031,R004,2026-09-14 09:01:31.584166,373,87.43,3.16,7.37,7.21,Late
TR0313,T027,D015,R008,2026-07-26 09:01:31.586166,281,70.17,2.75,4.31,4.92,On Time
TR0314,T069,D044,R002,2025-10-08 09:01:31.587166,243,75.2,2.53,4.54,5.07,On Time
TR0315,T068,D026,R003,2026-07-20 09:01:31.589166,400,127.93,2.66,7.93,7.87,Late
TR0316,T059,D003,R008,2025-11-06 09:01:31.591166,303,106.5,2.55,6.44,5.5,Late
TR0317,T087,D015,R008,2026-03-09 09:01:31.593169,272,87.0,2.65,5.02,5.6,On Time
TR0318,T066,D028,R007,2026-06-13 09:01:31.594172,700,209.8,4.46,14.92,14.87,Late
TR0319,T069,D044,R001,2026-06-23 09:01:31.596351,591,136.23,3.85,9.21,10.02,On Time
TR0320,T018,D036,R007,2026-03-17 09:01:31.598403,687,219.55,6.82,11.56,13.27,On Time
TR0321,T063,D007,R006,2025-10-17 09:01:31.599402,574,198.6,3.96,12.15,11.31,Late
TR0322,T088,D043,R006,2026-08-05 09:01:31.601402,597,179.21,4.24,10.83,10.36,Late
TR0323,T098,D007,R001,2026-06-22 09:01:31.603402,561,181.9,4.94,12.16,11.42,Late
TR0324,T073,D049,R005,2025-11-27 09:01:31.604402,644,159.21,2.49,12.95,12.28,Late
TR0325,T100,D027,R001,2026-08-26 09:01:31.606402,581,140.12,4.87,13.56,11.5,Late
TR0326,T057,D012,R001,2025-10-17 09:01:31.608409,581,197.82,4.83,12.94,11.31,Late
TR0327,T039,D013,R007,2026-08-03 09:01:31.610403,731,162.49,4.22,13.98,14.13,On Time
TR0328,T016,D049,R007,2025-09-29 09:01:31.612402,725,175.81,3.77,17.24,15.06,Late
TR0329,T091,D025,R005,2026-06-03 09:01:31.613455,636,168.9,5.47,12.13,13.39,On Time
TR0330,T008,D011,R007,2026-04-04 09:01:31.615542,712,222.39,6.95,15.42,14.47,Late
TR0331,T038,D030,R006,2025-10-04 09:01:31.617542,584,160.2,5.23,10.4,9.85,Late
TR0332,T018,D036,R007,2025-10-16 09:01:31.618542,724,177.83,2.64,15.36,12.32,Late
TR0333,T017,D039,R002,2025-10-05 09:01:31.620542,247,88.45,2.24,4.71,4.96,On Time
TR0334,T019,D008,R001,2026-08-09 09:01:31.622542,583,154.86,4.39,10.71,10.71,On Time
TR0335,T099,D023,R003,2026-03-12 09:01:31.624543,365,110.42,2.86,7.32,6.49,Late
TR0336,T063,D007,R002,2026-07-31 09:01:31.626543,252,68.78,2.45,5.16,4.34,Late
TR0337,T059,D003,R002,2025-12-17 09:01:31.627542,272,71.05,2.25,4.73,5.4,On Time
TR0338,T055,D003,R003,2026-03-28 09:01:31.630164,412,140.92,3.04,9.92,8.4,Late
TR0339,T017,D039,R005,2026-08-23 09:01:31.631330,633,150.54,2.2,13.45,11.14,Late
TR0340,T081,D018,R004,2026-06-28 09:01:31.633325,384,92.01,2.72,10.37,8.49,Late
TR0341,T001,D015,R004,2025-10-19 09:01:31.635325,361,124.28,2.5,5.89,6.52,On Time
TR0342,T036,D049,R007,2025-10-19 09:01:31.637325,681,178.78,2.84,13.95,13.97,On Time
TR0343,T051,D041,R006,2025-10-16 09:01:31.638325,606,194.79,2.36,10.3,10.92,On Time
TR0344,T013,D042,R005,2025-12-25 09:01:31.640351,597,203.97,4.9,14.06,12.93,Late
TR0345,T002,D029,R001,2026-02-12 09:01:31.642326,547,140.57,4.62,11.89,9.55,Late
TR0346,T062,D002,R001,2026-07-26 09:01:31.644326,551,186.28,3.18,13.94,11.89,Late
TR0347,T039,D013,R008,2025-10-23 09:01:31.645325,272,83.3,2.93,5.71,4.76,Late
TR0348,T019,D008,R007,2026-02-03 09:01:31.648250,680,190.96,3.78,16.73,15.07,Late
TR0349,T028,D001,R007,2026-02-02 09:01:31.649244,716,179.16,6.35,13.35,12.18,Late
TR0350,T012,D018,R005,2026-03-04 09:01:31.651243,654,242.14,3.5,12.62,11.62,Late
TR0351,T055,D003,R008,2026-05-12 09:01:31.653243,284,69.57,2.52,6.46,5.83,Late
TR0352,T077,D015,R006,2025-10-14 09:01:31.654243,612,164.73,5.47,12.16,10.8,Late
TR0353,T027,D015,R003,2025-10-21 09:01:31.656243,393,105.82,2.1,8.28,8.22,Late
TR0354,T031,D031,R002,2026-08-11 09:01:31.658243,263,80.38,2.33,5.98,5.41,Late
TR0355,T002,D029,R001,2025-11-29 09:01:31.659243,570,130.5,3.59,14.49,12.13,Late
TR0356,T070,D020,R007,2026-08-10 09:01:31.661248,719,252.68,2.08,17.19,13.81,Late
TR0357,T009,D039,R002,2026-02-25 09:01:31.664161,232,76.71,2.31,4.45,5.09,On Time
TR0358,T081,D018,R007,2026-08-05 09:01:31.665157,721,205.88,5.24,15.91,14.07,Late
TR0359,T069,D044,R006,2026-06-04 09:01:31.667157,605,215.66,5.86,11.53,13.08,On Time
TR0360,T020,D033,R007,2025-10-19 09:01:31.669157,710,225.15,5.45,15.25,13.2,Late
TR0361,T009,D039,R004,2026-08-18 09:01:31.670157,353,90.57,2.4,7.5,6.31,Late
TR0362,T056,D050,R006,2025-10-15 09:01:31.672157,573,168.2,4.93,10.31,10.59,On Time
TR0363,T016,D049,R005,2026-03-23 09:01:31.674157,597,152.46,4.23,9.84,10.75,On Time
TR0364,T093,D023,R002,2026-05-02 09:01:31.676157,248,87.51,2.45,6.15,5.29,Late
TR0365,T016,D049,R006,2025-12-22 09:01:31.678160,615,143.03,2.25,12.56,12.29,Late
TR0366,T092,D018,R008,2026-08-19 09:01:31.679162,300,79.89,2.47,6.03,5.72,Late
TR0367,T073,D049,R001,2025-11-27 09:01:31.681859,557,172.16,4.54,10.17,11.41,On Time
TR0368,T015,D038,R003,2026-09-10 09:01:31.682855,374,93.93,2.46,9.91,8.3,Late
TR0369,T061,D022,R005,2026-08-29 09:01:31.684854,620,189.84,4.36,16.04,13.12,Late
TR0370,T092,D018,R004,2026-04-06 09:01:31.686854,381,99.96,2.44,7.48,7.88,On Time
TR0371,T010,D025,R003,2026-06-17 09:01:31.688854,396,122.01,2.42,9.13,7.54,Late
TR0372,T067,D047,R008,2026-04-25 09:01:31.689854,266,60.34,2.73,5.99,5.78,Late
TR0373,T040,D004,R003,2026-04-20 09:01:31.691854,380,142.17,3.07,7.31,7.33,On Time
TR0374,T039,D013,R004,2026-01-07 09:01:31.693855,381,101.72,3.64,7.97,7.33,Late
TR0375,T100,D027,R008,2026-07-01 09:01:31.694854,276,69.61,2.01,6.06,5.19,Late
TR0376,T053,D008,R005,2026-09-12 09:01:31.697921,598,201.62,6.06,14.12,11.91,Late
TR0377,T001,D015,R006,2026-07-25 09:01:31.700056,614,160.96,2.81,12.13,10.63,Late
TR0378,T031,D031,R001,2025-09-17 09:01:31.702056,573,164.46,3.05,15.58,12.48,Late
TR0379,T006,D037,R003,2026-03-10 09:01:31.703056,418,141.08,2.87,7.36,7.25,Late
TR0380,T096,D011,R001,2026-02-27 09:01:31.705055,552,150.76,2.28,11.6,10.5,Late
TR0381,T073,D049,R008,2026-05-06 09:01:31.707055,267,79.23,2.8,4.24,4.49,On Time
TR0382,T051,D041,R001,2026-05-20 09:01:31.708055,591,141.94,2.28,12.22,11.85,Late
TR0383,T026,D026,R002,2026-06-24 09:01:31.710055,240,59.12,2.28,4.07,4.46,On Time
TR0384,T041,D033,R008,2026-01-28 09:01:31.712055,290,105.78,2.29,6.67,5.76,Late
TR0385,T034,D009,R006,2025-09-21 09:01:31.713546,620,226.29,4.76,14.72,13.09,Late
TR0386,T006,D037,R001,2026-05-12 09:01:31.715545,560,134.23,5.65,9.95,11.22,On Time
TR0387,T051,D041,R007,2026-06-19 09:01:31.717544,708,272.53,2.16,16.86,14.31,Late
TR0388,T052,D041,R003,2026-01-23 09:01:31.718544,414,121.61,2.19,6.99,7.36,On Time
TR0389,T018,D036,R001,2026-07-12 09:01:31.720544,554,219.5,2.75,11.98,9.64,Late
TR0390,T052,D041,R008,2025-11-20 09:01:31.722544,287,74.11,2.24,4.29,4.86,On Time
TR0391,T010,D025,R004,2026-07-13 09:01:31.724544,335,74.54,2.15,7.74,6.98,Late
TR0392,T043,D027,R001,2025-11-27 09:01:31.725544,554,214.28,3.63,9.79,10.67,On Time
TR0393,T093,D023,R003,2026-03-19 09:01:31.727544,385,110.24,2.41,7.75,7.59,Late
TR0394,T024,D049,R001,2025-11-03 09:01:31.729546,564,184.33,4.33,8.36,9.68,On Time
TR0395,T083,D025,R003,2026-08-03 09:01:31.731065,378,108.07,2.53,6.76,6.49,Late
TR0396,T018,D036,R008,2025-10-29 09:01:31.733064,290,100.04,2.93,5.28,4.98,Late
TR0397,T070,D020,R008,2026-01-14 09:01:31.735062,314,123.67,2.51,7.03,6.19,Late
TR0398,T063,D007,R001,2026-06-16 09:01:31.737061,569,131.55,2.1,10.89,10.83,Late
TR0399,T077,D015,R005,2026-01-18 09:01:31.739061,611,238.8,4.26,10.29,10.69,On Time
TR0400,T099,D023,R004,2025-10-15 09:01:31.740061,371,82.46,2.4,5.54,6.22,On Time
TR0401,T069,D044,R001,2026-05-27 09:01:31.742061,599,146.72,4.17,12.35,10.69,Late
TR0402,T050,D014,R007,2026-05-18 09:01:31.744061,698,159.71,5.0,10.72,11.66,On Time
TR0403,T095,D031,R008,2026-03-20 09:01:31.745061,308,95.72,2.89,6.47,5.72,Late
TR0404,T073,D049,R006,2026-01-07 09:01:31.748370,575,158.57,4.15,14.97,12.02,Late
TR0405,T023,D004,R002,2026-09-06 09:01:31.749943,263,102.1,2.33,6.26,5.74,Late
TR0406,T001,D015,R004,2026-06-18 09:01:31.751938,355,81.88,3.51,6.67,7.39,On Time
TR0407,T042,D026,R006,2026-07-22 09:01:31.752938,569,223.68,5.35,12.87,10.58,Late
TR0408,T047,D016,R003,2026-07-27 09:01:31.754938,364,112.1,2.64,6.21,6.16,Late
TR0409,T042,D026,R001,2025-10-24 09:01:31.756938,555,124.67,5.62,10.16,9.91,Late
TR0410,T084,D022,R001,2025-11-06 09:01:31.757938,567,199.06,4.97,10.73,9.52,Late
TR0411,T029,D003,R004,2025-09-29 09:01:31.759938,376,102.23,2.48,7.67,7.89,On Time
TR0412,T023,D004,R002,2025-11-30 09:01:31.761938,278,111.04,2.02,5.41,5.01,Late
TR0413,T078,D008,R007,2025-12-01 09:01:31.763564,696,160.29,2.53,10.97,11.69,On Time
TR0414,T064,D039,R008,2026-04-06 09:01:31.765579,273,86.33,2.16,5.84,5.91,On Time
TR0415,T012,D018,R007,2026-01-31 09:01:31.767560,728,185.81,2.06,16.07,13.34,Late
TR0416,T027,D015,R001,2026-09-16 09:01:31.769560,562,144.61,2.18,13.02,11.18,Late
TR0417,T057,D012,R003,2026-03-07 09:01:31.770560,406,121.58,2.67,8.68,8.55,Late
TR0418,T049,D007,R004,2025-09-30 09:01:31.772560,340,81.78,2.37,6.47,5.98,Late
TR0419,T058,D043,R008,2026-05-06 09:01:31.774560,268,65.39,2.89,5.05,5.89,On Time
TR0420,T010,D025,R004,2025-12-10 09:01:31.775560,355,124.99,3.54,8.01,7.01,Late
TR0421,T012,D018,R007,2026-09-01 09:01:31.777560,697,188.99,4.18,13.41,12.86,Late
TR0422,T084,D022,R002,2026-03-31 09:01:31.779053,242,65.15,2.13,4.1,4.7,On Time
TR0423,T025,D034,R001,2026-05-04 09:01:31.781133,573,147.13,4.49,11.72,10.26,Late
TR0424,T039,D013,R006,2026-01-08 09:01:31.783130,581,215.84,2.61,12.22,11.42,Late
TR0425,T047,D016,R003,2025-11-13 09:01:31.785130,360,107.3,2.91,8.12,7.28,Late
TR0426,T013,D042,R005,2026-01-17 09:01:31.787130,598,205.22,5.6,13.6,10.96,Late
TR0427,T040,D004,R003,2026-08-01 09:01:31.788130,410,124.43,3.22,8.73,7.83,Late
TR0428,T050,D014,R004,2026-08-25 09:01:31.790129,345,106.41,2.43,6.29,6.8,On Time
TR0429,T060,D020,R002,2025-09-25 09:01:31.792129,248,84.0,2.41,4.43,5.06,On Time
TR0430,T011,D050,R002,2025-11-19 09:01:31.794129,274,85.96,2.14,6.39,5.16,Late
TR0431,T008,D011,R007,2025-09-30 09:01:31.796098,729,222.65,6.39,17.06,13.8,Late
TR0432,T061,D022,R008,2026-08-30 09:01:31.798109,300,70.37,2.47,5.07,5.75,On Time
TR0433,T067,D047,R006,2026-01-30 09:01:31.799108,617,169.37,2.68,9.39,10.33,On Time
TR0434,T022,D032,R001,2025-10-02 09:01:31.801108,560,136.02,3.64,12.17,11.94,Late
TR0435,T081,D018,R003,2026-08-13 09:01:31.803108,369,88.53,2.17,9.17,7.55,Late
TR0436,T072,D043,R007,2026-09-10 09:01:31.804108,701,194.5,5.98,12.82,12.12,Late
TR0437,T080,D017,R003,2026-07-03 09:01:31.806108,397,111.98,3.08,7.86,7.74,Late
TR0438,T075,D027,R008,2026-07-27 09:01:31.808108,312,70.43,2.74,5.99,6.71,On Time
TR0439,T069,D044,R007,2026-01-11 09:01:31.810108,732,229.63,4.89,14.36,14.31,Late
TR0440,T061,D022,R005,2025-10-03 09:01:31.812112,599,210.59,4.96,12.87,11.73,Late
TR0441,T005,D035,R006,2026-01-16 09:01:31.813640,591,138.11,5.65,11.18,11.83,On Time
TR0442,T048,D043,R002,2026-01-08 09:01:31.815636,233,73.37,2.53,3.99,4.09,On Time
TR0443,T088,D043,R005,2026-02-02 09:01:31.816635,603,135.66,5.31,12.08,12.45,On Time
TR0444,T042,D026,R001,2026-02-02 09:01:31.818635,564,142.51,2.8,9.24,10.43,On Time
TR0445,T053,D008,R001,2026-08-19 09:01:31.820635,594,171.23,3.94,11.26,11.26,On Time
TR0446,T021,D010,R008,2025-12-22 09:01:31.821635,268,85.84,2.83,4.6,5.09,On Time
TR0447,T004,D007,R006,2026-05-12 09:01:31.823635,577,199.96,2.13,11.9,10.04,Late
TR0448,T007,D006,R006,2026-01-22 09:01:31.825635,624,193.74,4.0,12.97,13.0,On Time
TR0449,T082,D022,R004,2025-11-16 09:01:31.827640,393,143.03,2.73,8.64,8.65,On Time
TR0450,T061,D022,R006,2026-05-07 09:01:31.829140,603,167.38,4.97,14.24,12.02,Late
TR0451,T089,D040,R006,2025-11-28 09:01:31.831220,571,185.99,5.09,10.29,11.24,On Time
TR0452,T028,D001,R004,2025-10-18 09:01:31.832219,388,131.85,2.67,7.48,8.02,On Time
TR0453,T003,D018,R008,2026-07-11 09:01:31.834219,319,78.56,2.61,4.81,5.64,On Time
TR0454,T077,D015,R007,2026-04-13 09:01:31.836219,727,288.84,5.61,17.46,14.9,Late
TR0455,T091,D025,R003,2026-01-24 09:01:31.838219,401,131.44,2.48,8.17,6.86,Late
TR0456,T060,D020,R008,2026-07-26 09:01:31.839219,283,73.42,2.01,4.97,4.93,Late
TR0457,T085,D050,R004,2026-04-25 09:01:31.841219,387,92.61,2.49,7.87,7.24,Late
TR0458,T014,D009,R005,2026-04-28 09:01:31.843223,627,238.61,3.12,11.59,10.48,Late
TR0459,T092,D018,R001,2026-05-16 09:01:31.845219,607,141.67,5.39,11.17,12.27,On Time
TR0460,T077,D015,R002,2025-10-16 09:01:31.846769,257,67.26,2.31,5.29,4.65,Late
TR0461,T038,D030,R007,2025-11-22 09:01:31.848948,692,160.41,5.58,15.51,13.55,Late
TR0462,T074,D002,R001,2025-12-17 09:01:31.850947,599,208.0,4.41,10.07,10.72,On Time
TR0463,T061,D022,R007,2026-06-21 09:01:31.851947,734,167.53,6.25,14.13,14.57,On Time
TR0464,T072,D043,R001,2025-12-04 09:01:31.853947,558,180.72,4.88,12.29,10.72,Late
TR0465,T024,D049,R007,2026-03-19 09:01:31.855947,736,190.7,3.13,13.03,14.71,On Time
TR0466,T040,D004,R005,2026-04-19 09:01:31.856947,623,152.84,3.98,11.9,12.47,On Time
TR0467,T016,D049,R002,2025-11-03 09:01:31.858947,262,100.49,2.04,5.21,4.81,Late
TR0468,T025,D034,R008,2026-02-17 09:01:31.860947,296,108.04,2.05,5.69,5.36,Late
TR0469,T020,D033,R002,2026-01-25 09:01:31.862803,240,53.52,2.09,5.96,4.79,Late
TR0470,T092,D018,R007,2026-06-18 09:01:31.864880,687,169.3,3.59,14.47,13.13,Late
TR0471,T008,D011,R007,2025-11-25 09:01:31.866878,676,198.58,5.87,16.28,14.04,Late
TR0472,T063,D007,R002,2025-10-27 09:01:31.868878,282,70.02,2.27,6.67,6.09,Late
TR0473,T055,D003,R005,2026-03-09 09:01:31.870889,627,191.94,6.06,12.79,13.76,On Time
TR0474,T042,D026,R006,2025-10-31 09:01:31.872888,614,147.37,4.91,14.38,12.83,Late
TR0475,T029,D003,R003,2026-01-02 09:01:31.873883,404,94.97,3.12,7.24,8.13,On Time
TR0476,T022,D032,R006,2025-12-24 09:01:31.875878,570,137.43,4.36,11.13,11.52,On Time
TR0477,T044,D017,R002,2026-01-09 09:01:31.877878,259,60.57,2.22,4.26,4.32,On Time
TR0478,T025,D034,R007,2026-05-23 09:01:31.879554,686,156.04,3.14,11.8,11.67,Late
TR0479,T017,D039,R001,2026-03-13 09:01:31.881608,560,141.12,4.68,9.54,10.4,On Time
TR0480,T005,D035,R004,2026-08-23 09:01:31.883607,358,84.17,2.97,7.8,7.33,Late
TR0481,T007,D006,R008,2026-07-19 09:01:31.885607,306,112.66,2.39,4.62,5.32,On Time
TR0482,T049,D007,R006,2025-09-26 09:01:31.886607,573,159.41,4.72,10.01,10.99,On Time
TR0483,T002,D029,R001,2025-11-02 09:01:31.888607,566,169.37,4.28,12.88,12.17,Late
TR0484,T018,D036,R003,2026-07-18 09:01:31.890607,386,92.76,2.54,9.43,8.29,Late
TR0485,T014,D009,R006,2025-12-23 09:01:31.891607,597,206.05,5.85,11.88,12.44,On Time
TR0486,T046,D035,R008,2026-06-02 09:01:31.893607,309,93.09,2.65,6.97,6.52,Late
TR0487,T062,D002,R003,2026-07-22 09:01:31.896124,381,128.33,3.59,7.47,8.43,On Time
TR0488,T086,D020,R007,2026-07-27 09:01:31.898195,707,252.65,6.58,16.08,15.25,Late
TR0489,T083,D025,R003,2026-08-22 09:01:31.899194,374,109.56,2.19,5.99,6.27,On Time
TR0490,T023,D004,R004,2026-04-09 09:01:31.901194,389,150.84,2.7,9.22,7.88,Late
TR0491,T015,D038,R004,2026-07-08 09:01:31.903194,340,80.9,3.09,4.98,5.83,On Time
TR0492,T022,D032,R007,2026-07-31 09:01:31.904194,697,216.79,3.89,14.85,13.52,Late
TR0493,T044,D017,R001,2026-03-03 09:01:31.906195,558,204.57,4.6,11.3,10.94,Late
TR0494,T062,D002,R005,2026-07-11 09:01:31.908194,648,193.81,4.97,10.19,11.12,On Time
TR0495,T008,D011,R008,2026-01-12 09:01:31.910239,324,77.35,2.75,8.45,6.96,Late
TR0496,T087,D015,R001,2026-09-02 09:01:31.912194,575,200.87,5.25,11.27,11.34,On Time
TR0497,T094,D016,R008,2026-02-18 09:01:31.913762,321,116.25,2.41,4.89,5.46,On Time
TR0498,T009,D039,R003,2025-12-22 09:01:31.915759,376,98.69,3.46,9.96,8.32,Late
TR0499,T074,D002,R006,2026-03-27 09:01:31.916759,612,168.59,4.06,11.47,10.26,Late
TR0500,T089,D040,R008,2026-01-13 09:01:31.918759,308,82.43,2.33,6.82,5.98,Late
TR0501,T087,D015,R006,2025-11-07 09:01:31.920759,607,185.64,2.22,11.31,10.54,Late
TR0502,T083,D025,R006,2026-06-24 09:01:31.922759,625,222.12,2.3,12.9,10.83,Late
TR0503,T063,D007,R001,2026-05-25 09:01:31.923759,567,190.15,4.08,8.28,9.52,On Time
TR0504,T049,D007,R005,2025-11-27 09:01:31.925761,622,150.45,3.91,13.84,13.47,Late
TR0505,T064,D039,R006,2026-09-07 09:01:31.927759,594,189.65,2.41,11.42,9.95,Late
TR0506,T053,D008,R005,2025-11-11 09:01:31.929242,599,165.73,6.11,11.8,13.31,On Time
TR0507,T082,D022,R003,2026-01-26 09:01:31.931325,379,88.55,3.81,7.88,7.09,Late
TR0508,T047,D016,R005,2025-12-04 09:01:31.933326,649,248.8,5.28,13.85,13.42,Late
TR0509,T077,D015,R004,2026-07-29 09:01:31.934326,364,92.54,3.25,7.44,7.22,Late
TR0510,T029,D003,R003,2026-04-20 09:01:31.936325,360,113.11,3.04,7.75,6.27,Late
TR0511,T048,D043,R006,2026-02-19 09:01:31.938325,610,224.87,2.42,10.93,10.44,Late
TR0512,T079,D040,R005,2026-01-25 09:01:31.940325,609,211.82,5.52,10.4,10.33,Late
TR0513,T025,D034,R006,2025-10-27 09:01:31.942326,611,192.39,5.32,9.42,10.84,On Time
TR0514,T076,D016,R008,2026-01-01 09:01:31.944325,271,67.01,2.13,5.83,5.24,Late
TR0515,T064,D039,R004,2025-11-21 09:01:31.945834,334,93.8,2.79,8.94,7.3,Late
TR0516,T066,D028,R004,2026-07-13 09:01:31.947908,383,88.2,2.17,8.69,8.04,Late
TR0517,T085,D050,R008,2026-02-14 09:01:31.948908,302,81.35,2.92,7.29,6.06,Late
TR0518,T089,D040,R006,2026-04-19 09:01:31.950912,614,204.91,3.79,11.9,12.05,On Time
TR0519,T018,D036,R001,2026-04-16 09:01:31.952912,555,166.89,5.18,11.49,10.0,Late
TR0520,T071,D029,R002,2026-05-28 09:01:31.954908,287,91.76,2.12,5.49,5.12,Late
TR0521,T080,D017,R005,2025-09-18 09:01:31.956923,642,208.36,4.78,14.31,12.79,Late
TR0522,T023,D004,R002,2026-03-20 09:01:31.958920,264,73.64,2.35,5.49,4.84,Late
TR0523,T075,D027,R002,2025-12-17 09:01:31.960922,268,61.11,2.18,5.4,4.82,Late
TR0524,T055,D003,R006,2026-08-20 09:01:31.962766,617,244.3,4.65,13.27,13.24,Late
TR0525,T026,D026,R002,2026-05-11 09:01:31.963889,249,62.24,2.09,5.06,5.25,On Time
TR0526,T008,D011,R003,2026-03-17 09:01:31.965887,404,99.29,3.55,8.97,8.41,Late
TR0527,T014,D009,R002,2025-10-20 09:01:31.967887,271,63.97,2.35,5.78,4.83,Late
TR0528,T031,D031,R004,2025-10-11 09:01:31.969887,366,89.96,2.08,6.2,6.42,On Time
TR0529,T049,D007,R007,2025-12-08 09:01:31.971887,700,210.01,2.27,13.85,12.32,Late
TR0530,T096,D011,R002,2026-02-02 09:01:31.973888,248,85.34,2.51,5.1,4.27,Late
TR0531,T082,D022,R007,2025-11-12 09:01:31.974887,721,183.97,2.99,15.49,14.27,Late
TR0532,T093,D023,R006,2026-06-13 09:01:31.976889,578,187.15,5.81,13.62,12.13,Late
TR0533,T095,D031,R005,2026-05-04 09:01:31.979204,629,229.67,2.56,13.26,13.79,On Time
TR0534,T075,D027,R003,2026-06-29 09:01:31.980855,414,137.54,2.08,9.4,8.29,Late
TR0535,T042,D026,R006,2025-10-13 09:01:31.981855,604,232.15,3.19,11.23,10.24,Late
TR0536,T074,D002,R005,2026-05-27 09:01:31.983853,632,196.51,6.09,10.88,11.13,On Time
TR0537,T067,D047,R002,2026-02-22 09:01:31.985852,236,57.95,2.06,5.31,4.98,Late
TR0538,T029,D003,R002,2026-05-28 09:01:31.987848,288,98.4,2.59,5.73,5.76,On Time
TR0539,T080,D017,R003,2025-10-19 09:01:31.989847,393,113.92,2.02,8.47,7.36,Late
TR0540,T086,D020,R006,2025-11-02 09:01:31.990845,588,173.38,2.97,11.0,10.04,Late
